Airline,Source,Destination,Total_Stops,Price,Journey_day,Journey_month,Dep_hour,Dep_min,Arrival_hour,Arrival_min,Duration_hours,Duration_mins
IndiGo,Delhi,Cochin,1.0,5073,27,3,20,30,1,35,5,5
Air India,Delhi,Cochin,0.0,8666,3,3,18,5,21,10,3,5
Jet Airways,Delhi,Cochin,1.0,12557,21,3,18,15,4,25,10,10
Jet Airways,Banglore,Delhi,0.0,6144,24,4,7,10,10,10,3,0
Multiple carriers,Delhi,Cochin,1.0,6637,27,3,10,20,21,0,10,40
Jet Airways,Banglore,New Delhi,1.0,14815,18,3,11,40,19,10,7,30
Air India,Delhi,Cochin,2.0,12488,12,6,7,10,7,40,24,30
Air India,Kolkata,Banglore,2.0,9920,1,4,16,45,12,0,19,15
IndiGo,Kolkata,Banglore,0.0,4804,27,4,15,15,17,45,2,30
Jet Airways,Banglore,Delhi,0.0,7229,3,5,17,45,20,45,3,0
Jet Airways,Mumbai,Hyderabad,0.0,8040,3,5,10,20,11,50,1,30
Jet Airways,Banglore,Delhi,0.0,7229,9,4,8,20,11,20,3,0
Air India,Delhi,Cochin,1.0,5022,27,3,20,30,23,0,26,30
Air India,Delhi,Cochin,0.0,6934,18,5,14,10,17,10,3,0
Vistara,Banglore,Delhi,0.0,4668,1,6,11,30,14,20,2,50
Jet Airways,Kolkata,Banglore,1.0,12384,6,5,9,35,19,10,9,35
SpiceJet,Kolkata,Banglore,0.0,3841,12,6,22,20,0,40,2,20
Air India,Delhi,Cochin,1.0,8991,9,3,20,30,8,15,11,45
SpiceJet,Chennai,Kolkata,0.0,7718,1,3,17,45,20,5,2,20
Jet Airways,Delhi,Cochin,2.0,14300,27,6,18,20,19,0,24,40
IndiGo,Banglore,Delhi,0.0,3943,9,4,21,15,0,15,3,0
Air India,Kolkata,Banglore,2.0,15894,6,6,14,30,23,15,8,45
Jet Airways,Kolkata,Banglore,1.0,13941,12,5,8,25,4,40,20,15
IndiGo,Banglore,New Delhi,1.0,8064,1,3,5,15,10,0,4,45
IndiGo,Delhi,Cochin,1.0,6493,3,6,15,10,20,0,4,50
SpiceJet,Banglore,Delhi,0.0,3919,24,4,9,30,12,20,2,50
Multiple carriers,Delhi,Cochin,1.0,8475,27,5,6,0,21,0,15,0
Jet Airways,Banglore,Delhi,0.0,4544,3,4,15,15,18,10,2,55
Jet Airways,Banglore,Delhi,0.0,5769,24,6,6,0,8,45,2,45
Air India,Delhi,Cochin,2.0,10441,1,6,22,0,19,15,21,15
Jet Airways,Banglore,Delhi,0.0,7229,9,4,6,0,8,45,2,45
Vistara,Kolkata,Banglore,1.0,8662,6,6,20,20,22,40,26,20
Air India,Delhi,Cochin,2.0,10861,6,6,5,55,19,15,13,20
Multiple carriers,Delhi,Cochin,1.0,13504,15,6,10,0,19,0,9,0
Jet Airways,Delhi,Cochin,1.0,10262,3,6,17,30,12,35,19,5
Jet Airways,Kolkata,Banglore,1.0,9663,15,5,18,55,8,15,13,20
Jet Airways,Mumbai,Hyderabad,0.0,2759,24,3,10,20,11,50,1,30
Air India,Delhi,Cochin,2.0,13801,1,6,16,55,19,15,26,20
SpiceJet,Mumbai,Hyderabad,0.0,2017,6,6,22,45,0,15,1,30
Jet Airways,Delhi,Cochin,1.0,14714,15,6,11,30,19,0,7,30
SpiceJet,Kolkata,Banglore,0.0,5515,1,3,17,15,19,45,2,30
Jet Airways,Delhi,Cochin,1.0,10262,6,6,20,55,4,25,7,30
Jet Airways,Delhi,Cochin,1.0,14714,6,6,15,0,19,0,28,0
Jet Airways,Delhi,Cochin,2.0,11507,27,6,21,25,12,35,15,10
IndiGo,Delhi,Cochin,1.0,7514,6,3,8,35,16,10,7,35
IndiGo,Kolkata,Banglore,1.0,6911,9,6,21,0,2,15,5,15
SpiceJet,Chennai,Kolkata,0.0,3384,21,3,17,45,20,5,2,20
Multiple carriers,Delhi,Cochin,1.0,13377,6,6,11,30,1,30,14,0
Jet Airways,Kolkata,Banglore,1.0,14151,15,5,17,0,21,5,28,5
Air India,Kolkata,Banglore,1.0,6528,9,5,14,35,14,35,24,0
IndiGo,Banglore,Delhi,0.0,3943,12,5,0,30,3,25,2,55
Multiple carriers,Delhi,Cochin,1.0,11789,3,6,10,20,19,0,8,40
Jet Airways,Delhi,Cochin,2.0,12819,24,6,23,5,12,35,13,30
IndiGo,Kolkata,Banglore,1.0,9376,24,5,9,20,14,15,4,55
Jet Airways,Delhi,Cochin,1.0,12373,18,5,19,45,19,0,23,15
Air Asia,Delhi,Cochin,1.0,6752,27,5,16,45,6,35,13,50
Vistara,Banglore,New Delhi,0.0,7450,9,3,19,40,22,20,2,40
Jet Airways,Kolkata,Banglore,1.0,10844,9,6,21,10,12,0,14,50
IndiGo,Delhi,Cochin,1.0,14871,3,3,9,10,1,35,16,25
Multiple carriers,Delhi,Cochin,1.0,9646,1,6,7,5,22,30,15,25
Multiple carriers,Delhi,Cochin,1.0,12327,27,3,15,5,1,35,10,30
Jet Airways,Delhi,Cochin,1.0,6542,15,4,14,0,19,0,5,0
Multiple carriers,Delhi,Cochin,1.0,14323,9,5,13,0,19,15,6,15
Air Asia,Delhi,Cochin,1.0,8759,9,6,7,55,15,45,7,50
Air India,Mumbai,Hyderabad,0.0,3100,24,5,13,55,15,25,1,30
Jet Airways,Kolkata,Banglore,1.0,10844,18,5,5,45,18,15,12,30
SpiceJet,Chennai,Kolkata,0.0,3543,27,5,8,20,10,35,2,15
SpiceJet,Chennai,Kolkata,0.0,3543,15,5,17,45,20,5,2,20
Jet Airways,Delhi,Cochin,2.0,10368,6,6,5,30,4,25,22,55
Multiple carriers,Delhi,Cochin,1.0,7878,3,6,7,10,16,10,9,0
Jet Airways,Kolkata,Banglore,1.0,8586,9,5,16,30,18,15,25,45
Jet Airways,Mumbai,Hyderabad,0.0,8040,18,6,10,20,11,50,1,30
Air India,Delhi,Cochin,2.0,12173,3,6,10,55,19,15,8,20
Jet Airways,Delhi,Cochin,1.0,17024,6,3,11,30,18,50,7,20
SpiceJet,Banglore,New Delhi,1.0,7744,1,3,15,35,23,40,8,5
IndiGo,Chennai,Kolkata,0.0,5277,15,5,22,5,0,25,2,20
Multiple carriers,Delhi,Cochin,1.0,10678,24,6,10,35,19,0,8,25
SpiceJet,Mumbai,Hyderabad,0.0,1965,9,5,22,45,0,15,1,30
SpiceJet,Banglore,Delhi,0.0,3919,6,6,9,30,12,20,2,50
Air India,Delhi,Cochin,1.0,8907,15,6,9,45,23,0,13,15
Vistara,Kolkata,Banglore,1.0,9922,12,5,17,0,10,45,17,45
IndiGo,Chennai,Kolkata,0.0,3850,24,6,7,55,10,15,2,20
IndiGo,Kolkata,Banglore,0.0,4804,21,4,21,25,0,5,2,40
Multiple carriers,Delhi,Cochin,1.0,7618,27,5,8,0,21,0,13,0
Air India,Delhi,Cochin,0.0,4729,3,4,14,10,17,10,3,0
IndiGo,Delhi,Cochin,1.0,6442,15,4,8,35,16,10,7,35
Jet Airways,Kolkata,Banglore,1.0,14571,9,6,6,30,18,15,11,45
Jet Airways,Kolkata,Banglore,1.0,10844,18,5,8,25,12,0,27,35
Air India,Banglore,Delhi,0.0,6961,9,6,10,0,12,45,2,45
Vistara,Delhi,Cochin,0.0,6741,21,5,6,0,9,10,3,10
Jet Airways,Kolkata,Banglore,1.0,14571,6,6,16,30,23,35,7,5
Jet Airways,Delhi,Cochin,1.0,12373,18,5,19,45,12,35,16,50
Multiple carriers,Delhi,Cochin,1.0,6795,9,6,12,50,1,30,12,40
Jet Airways,Kolkata,Banglore,1.0,10844,18,5,16,30,23,35,7,5
Jet Airways,Kolkata,Banglore,1.0,12576,12,6,20,0,4,40,8,40
Multiple carriers,Delhi,Cochin,1.0,15136,6,3,16,0,1,35,9,35
Jet Airways,Delhi,Cochin,2.0,15129,9,5,9,40,12,35,26,55
Air India,Kolkata,Banglore,2.0,13033,9,5,10,0,1,20,15,20
Jet Airways,Kolkata,Banglore,1.0,9663,6,5,6,30,20,45,14,15
Vistara,Delhi,Cochin,0.0,6741,18,5,14,40,17,50,3,10
Jet Airways,Kolkata,Banglore,1.0,8529,12,6,18,55,18,15,23,20
Jet Airways,Banglore,Delhi,0.0,7229,12,5,18,55,22,0,3,5
SpiceJet,Mumbai,Hyderabad,0.0,1759,21,3,22,45,0,10,1,25
Jet Airways,Kolkata,Banglore,1.0,14571,6,6,18,55,10,5,15,10
Jet Airways,Kolkata,Banglore,1.0,10539,9,6,20,25,22,5,25,40
Air India,Kolkata,Banglore,1.0,8366,12,6,16,50,7,55,15,5
Jet Airways,Delhi,Cochin,1.0,12898,27,5,15,0,19,0,28,0
IndiGo,Kolkata,Banglore,0.0,4462,18,3,20,25,23,5,2,40
GoAir,Kolkata,Banglore,1.0,6945,15,5,23,30,7,45,8,15
IndiGo,Mumbai,Hyderabad,0.0,4575,15,5,9,10,10,40,1,30
Air India,Banglore,New Delhi,0.0,4441,18,3,21,5,23,55,2,50
Jet Airways,Delhi,Cochin,1.0,14714,1,6,19,45,19,0,23,15
IndiGo,Chennai,Kolkata,0.0,3384,21,3,13,20,15,35,2,15
Vistara,Banglore,Delhi,0.0,4878,24,6,17,0,19,35,2,35
Air Asia,Kolkata,Banglore,0.0,3807,6,4,10,20,12,55,2,35
Air Asia,Banglore,New Delhi,0.0,4284,24,3,5,50,8,40,2,50
Jet Airways,Banglore,New Delhi,1.0,11087,12,3,18,55,13,15,18,20
IndiGo,Banglore,New Delhi,0.0,10067,24,3,10,10,13,0,2,50
Jet Airways,Delhi,Cochin,1.0,10577,9,6,19,45,12,35,16,50
SpiceJet,Chennai,Kolkata,0.0,3597,24,6,17,45,20,5,2,20
IndiGo,Banglore,New Delhi,0.0,3897,24,3,22,20,1,10,2,50
IndiGo,Kolkata,Banglore,0.0,4804,18,6,14,25,16,55,2,30
IndiGo,Delhi,Cochin,1.0,6416,27,3,11,30,21,0,9,30
Jet Airways,Kolkata,Banglore,1.0,14571,24,5,16,30,23,35,7,5
Air India,Delhi,Cochin,2.0,9601,15,5,12,0,19,15,7,15
Air India,Banglore,New Delhi,2.0,12734,12,3,6,50,11,20,28,30
Air India,Kolkata,Banglore,2.0,11432,9,5,8,20,20,25,12,5
IndiGo,Banglore,Delhi,0.0,3419,9,5,1,30,4,15,2,45
Jet Airways,Delhi,Cochin,1.0,10262,15,6,7,5,12,35,5,30
Jet Airways,Delhi,Cochin,0.0,9564,12,5,11,0,14,15,3,15
IndiGo,Delhi,Cochin,1.0,7731,27,3,2,35,8,30,5,55
IndiGo,Delhi,Cochin,1.0,6838,24,6,9,15,21,0,11,45
Jet Airways,Delhi,Cochin,2.0,13376,15,6,14,35,12,35,22,0
Jet Airways,Kolkata,Banglore,1.0,10844,24,5,6,30,16,20,9,50
Air India,Banglore,New Delhi,2.0,8114,24,3,17,0,22,55,29,55
IndiGo,Delhi,Cochin,1.0,6314,9,6,10,35,21,0,10,25
Air India,Kolkata,Banglore,1.0,7452,9,5,9,50,21,5,11,15
IndiGo,Kolkata,Banglore,0.0,4804,18,5,15,15,17,45,2,30
Jet Airways,Delhi,Cochin,1.0,10262,9,6,14,0,4,25,14,25
Jet Airways,Delhi,Cochin,2.0,13376,9,6,14,35,4,25,13,50
Jet Airways,Banglore,Delhi,0.0,7229,1,6,11,10,14,5,2,55
Vistara,Chennai,Kolkata,0.0,6627,9,3,7,5,9,20,2,15
SpiceJet,Kolkata,Banglore,0.0,3847,18,3,22,20,0,40,2,20
Jet Airways,Kolkata,Banglore,1.0,8586,1,5,20,0,4,40,8,40
Vistara,Kolkata,Banglore,1.0,12732,24,3,7,10,22,55,15,45
SpiceJet,Kolkata,Banglore,0.0,3873,18,6,6,55,9,30,2,35
Air India,Delhi,Cochin,1.0,7480,9,5,12,30,9,25,20,55
Jet Airways,Delhi,Cochin,1.0,10262,3,6,20,55,12,35,15,40
Jet Airways,Kolkata,Banglore,1.0,12384,6,5,9,35,18,0,8,25
Multiple carriers,Delhi,Cochin,1.0,6795,27,5,17,45,1,30,7,45
Air India,Kolkata,Banglore,2.0,14508,6,5,7,0,10,0,27,0
Jet Airways,Mumbai,Hyderabad,0.0,4995,15,5,10,20,11,50,1,30
Jet Airways,Delhi,Cochin,1.0,4757,3,4,2,15,19,0,16,45
GoAir,Banglore,New Delhi,0.0,7631,9,3,7,45,10,40,2,55
Air India,Chennai,Kolkata,0.0,4667,15,5,11,40,13,55,2,15
IndiGo,Banglore,Delhi,0.0,4823,3,4,20,0,22,50,2,50
Air India,Kolkata,Banglore,1.0,7452,6,6,9,50,21,5,11,15
Jet Airways,Kolkata,Banglore,1.0,8586,6,5,6,30,10,5,27,35
Vistara,Banglore,Delhi,0.0,5403,9,4,7,0,9,40,2,40
IndiGo,Chennai,Kolkata,0.0,7295,3,3,13,20,15,35,2,15
Jet Airways,Delhi,Cochin,2.0,10919,15,6,6,45,4,25,21,40
Air India,Kolkata,Banglore,1.0,11306,18,5,7,0,20,25,13,25
Multiple carriers,Delhi,Cochin,1.0,18492,9,3,8,40,19,45,11,5
IndiGo,Delhi,Cochin,0.0,4729,1,4,14,20,17,35,3,15
Vistara,Banglore,Delhi,0.0,4668,1,6,21,0,23,50,2,50
Multiple carriers,Delhi,Cochin,1.0,9646,3,6,9,45,16,10,6,25
Jet Airways,Delhi,Cochin,2.0,10919,3,6,14,35,12,35,22,0
Multiple carriers,Delhi,Cochin,1.0,10197,21,5,8,0,19,0,11,0
Multiple carriers,Delhi,Cochin,1.0,13727,15,5,16,0,1,30,9,30
Jet Airways,Delhi,Cochin,2.0,16274,27,5,5,30,12,35,7,5
IndiGo,Kolkata,Banglore,0.0,4174,12,4,4,40,7,15,2,35
Multiple carriers,Delhi,Cochin,1.0,7308,27,5,16,0,1,30,9,30
Air India,Banglore,Delhi,0.0,6961,3,6,10,0,12,45,2,45
Jet Airways,Delhi,Cochin,2.0,10368,15,6,19,30,12,35,17,5
SpiceJet,Banglore,Delhi,0.0,3971,27,4,21,10,0,5,2,55
Air Asia,Banglore,Delhi,0.0,4282,6,5,4,55,7,45,2,50
Air Asia,Kolkata,Banglore,0.0,4409,3,5,10,20,12,55,2,35
Air Asia,Banglore,Delhi,0.0,4282,24,6,4,55,7,45,2,50
SpiceJet,Kolkata,Banglore,1.0,9158,9,6,15,55,21,25,5,30
SpiceJet,Chennai,Kolkata,0.0,3543,1,6,9,45,12,0,2,15
IndiGo,Mumbai,Hyderabad,0.0,4049,15,5,6,25,7,55,1,30
Jet Airways,Banglore,Delhi,0.0,7229,12,4,15,15,18,10,2,55
Jet Airways,Delhi,Cochin,2.0,13014,1,6,5,30,4,25,22,55
Air Asia,Kolkata,Banglore,1.0,5162,9,5,6,50,10,30,3,40
IndiGo,Delhi,Cochin,1.0,5636,24,6,2,0,7,25,5,25
Air India,Banglore,New Delhi,2.0,12725,12,3,8,50,9,25,24,35
Air India,Mumbai,Hyderabad,0.0,3100,9,5,21,5,22,25,1,20
Jet Airways,Banglore,New Delhi,1.0,13555,18,3,22,50,8,15,9,25
IndiGo,Banglore,Delhi,0.0,4077,1,6,0,25,3,15,2,50
Jet Airways,Delhi,Cochin,1.0,15554,9,5,17,30,19,0,25,30
Jet Airways,Banglore,New Delhi,1.0,27210,15,3,22,55,5,5,6,10
Multiple carriers,Delhi,Cochin,1.0,6795,12,6,15,15,1,30,10,15
SpiceJet,Banglore,Delhi,0.0,3573,6,5,21,10,0,5,2,55
Air Asia,Kolkata,Banglore,2.0,5192,12,6,15,10,23,30,8,20
IndiGo,Delhi,Cochin,1.0,6896,21,5,15,0,1,30,10,30
Jet Airways,Kolkata,Banglore,1.0,7064,1,4,6,30,20,45,14,15
Jet Airways,Banglore,New Delhi,1.0,7832,21,3,5,45,15,15,9,30
Multiple carriers,Delhi,Cochin,1.0,8601,21,3,8,25,19,15,10,50
IndiGo,Banglore,Delhi,0.0,4823,12,5,18,25,21,20,2,55
IndiGo,Mumbai,Hyderabad,0.0,5755,3,3,9,10,10,40,1,30
Jet Airways,Kolkata,Banglore,1.0,14781,21,5,8,25,19,50,11,25
IndiGo,Kolkata,Banglore,0.0,4804,27,4,22,15,0,50,2,35
Air India,Kolkata,Banglore,0.0,4880,21,4,20,45,23,20,2,35
Jet Airways,Kolkata,Banglore,1.0,7757,6,5,18,55,16,20,21,25
Jet Airways,Banglore,Delhi,0.0,7229,1,6,6,0,8,45,2,45
IndiGo,Delhi,Cochin,1.0,5054,27,6,7,35,12,10,4,35
Jet Airways,Kolkata,Banglore,1.0,14388,18,5,8,25,9,20,24,55
Jet Airways,Banglore,New Delhi,1.0,26890,1,3,8,55,5,5,20,10
Air India,Banglore,New Delhi,0.0,7276,15,3,10,0,12,45,2,45
Jet Airways,Delhi,Cochin,2.0,15129,1,5,5,30,4,25,22,55
Jet Airways,Delhi,Cochin,1.0,10262,27,6,13,0,12,35,23,35
Multiple carriers,Delhi,Cochin,1.0,19332,9,3,8,0,19,15,11,15
SpiceJet,Banglore,Delhi,0.0,4423,9,6,9,30,12,20,2,50
IndiGo,Delhi,Cochin,1.0,6938,1,6,16,10,22,30,6,20
Jet Airways,Delhi,Cochin,1.0,10577,9,6,20,55,19,0,22,5
IndiGo,Delhi,Cochin,1.0,6794,21,5,10,35,1,30,14,55
IndiGo,Chennai,Kolkata,0.0,4326,27,3,5,15,7,35,2,20
Multiple carriers,Delhi,Cochin,1.0,9001,6,6,7,30,19,15,11,45
IndiGo,Kolkata,Banglore,1.0,3480,3,4,19,20,23,45,4,25
Jet Airways,Banglore,New Delhi,1.0,17471,6,3,22,50,20,20,21,30
IndiGo,Banglore,Delhi,0.0,3943,1,6,10,30,13,20,2,50
Jet Airways,Banglore,New Delhi,1.0,27992,1,3,14,5,20,20,6,15
IndiGo,Delhi,Cochin,1.0,6582,24,6,7,15,12,30,5,15
Air Asia,Delhi,Cochin,1.0,11410,6,6,16,45,7,10,14,25
Multiple carriers,Delhi,Cochin,1.0,8888,9,5,9,45,22,30,12,45
Jet Airways,Banglore,Delhi,0.0,8016,27,6,17,45,20,45,3,0
Vistara,Chennai,Kolkata,0.0,3687,9,5,7,5,9,20,2,15
Air Asia,Kolkata,Banglore,0.0,5989,3,5,19,55,22,25,2,30
SpiceJet,Kolkata,Banglore,0.0,3841,3,5,17,10,19,40,2,30
Air India,Banglore,New Delhi,2.0,11570,3,3,17,25,8,45,15,20
Jet Airways,Delhi,Cochin,2.0,10919,6,6,14,35,4,25,13,50
IndiGo,Delhi,Cochin,1.0,6558,21,3,6,40,22,20,15,40
IndiGo,Banglore,Delhi,0.0,4823,15,6,18,25,21,20,2,55
Jet Airways,Delhi,Cochin,2.0,15129,9,5,9,40,4,25,18,45
IndiGo,Banglore,Delhi,0.0,4423,12,5,6,5,8,50,2,45
Multiple carriers,Delhi,Cochin,1.0,11789,12,6,6,0,12,35,6,35
IndiGo,Delhi,Cochin,1.0,6600,9,6,5,5,16,10,11,5
Air India,Delhi,Cochin,1.0,5117,1,4,9,45,9,25,23,40
Jet Airways,Delhi,Cochin,2.0,13014,6,6,19,30,4,25,8,55
Air India,Kolkata,Banglore,1.0,14641,24,3,16,50,18,30,25,40
Jet Airways,Delhi,Cochin,2.0,10368,9,6,19,30,4,25,8,55
IndiGo,Delhi,Cochin,1.0,6104,12,6,17,30,1,30,8,0
Air India,Banglore,New Delhi,1.0,23677,1,3,6,45,12,15,5,30
Jet Airways,Delhi,Cochin,1.0,12373,9,5,10,0,12,35,26,35
Jet Airways,Delhi,Cochin,2.0,13376,12,6,14,35,12,35,22,0
Jet Airways,Banglore,Delhi,0.0,7229,18,5,6,0,8,45,2,45
Multiple carriers,Delhi,Cochin,1.0,13377,15,6,18,15,1,30,7,15
SpiceJet,Delhi,Cochin,1.0,4957,12,6,17,55,22,50,4,55
Jet Airways,Banglore,Delhi,0.0,7229,27,5,17,45,20,45,3,0
Jet Airways,Mumbai,Hyderabad,0.0,4050,15,6,7,5,8,30,1,25
Jet Airways,Kolkata,Banglore,1.0,9663,15,5,21,10,9,20,12,10
IndiGo,Delhi,Cochin,1.0,6027,9,5,17,5,22,25,5,20
Jet Airways,Kolkata,Banglore,1.0,9663,9,5,18,55,9,20,14,25
Air Asia,Banglore,Delhi,0.0,4282,15,5,4,55,7,45,2,50
IndiGo,Chennai,Kolkata,0.0,3850,18,5,7,55,10,15,2,20
Jet Airways,Mumbai,Hyderabad,0.0,8040,1,4,10,20,11,50,1,30
Jet Airways,Delhi,Cochin,2.0,11150,27,6,23,5,4,25,29,20
IndiGo,Kolkata,Banglore,0.0,4804,18,6,21,25,0,5,2,40
Air India,Delhi,Cochin,2.0,13486,18,5,10,55,19,15,8,20
Multiple carriers,Delhi,Cochin,1.0,11789,27,6,8,45,19,0,10,15
Air Asia,Delhi,Cochin,1.0,6253,15,6,7,55,22,25,14,30
Air India,Kolkata,Banglore,2.0,14083,24,5,7,0,1,20,18,20
Jet Airways,Delhi,Cochin,1.0,10262,9,6,11,30,12,35,25,5
Jet Airways,Delhi,Cochin,1.0,16079,21,5,22,50,4,25,5,35
Multiple carriers,Delhi,Cochin,1.0,7354,12,6,8,30,19,15,10,45
GoAir,Kolkata,Banglore,1.0,10091,24,3,22,25,7,40,9,15
SpiceJet,Mumbai,Hyderabad,0.0,1965,18,5,5,45,7,15,1,30
Air India,Delhi,Cochin,1.0,7174,27,5,17,40,23,0,5,20
Jet Airways,Delhi,Cochin,1.0,12898,21,5,20,55,4,25,7,30
Jet Airways,Banglore,New Delhi,1.0,11087,18,3,11,40,20,20,8,40
SpiceJet,Delhi,Cochin,1.0,5351,27,3,6,10,11,20,5,10
IndiGo,Kolkata,Banglore,0.0,5618,24,3,14,20,16,55,2,35
Jet Airways,Kolkata,Banglore,1.0,13044,12,6,18,55,8,15,13,20
Jet Airways,Kolkata,Banglore,1.0,8529,12,6,18,55,22,35,27,40
GoAir,Banglore,Delhi,0.0,6722,12,4,20,55,23,40,2,45
Jet Airways,Kolkata,Banglore,1.0,8586,18,5,20,0,8,15,12,15
IndiGo,Banglore,Delhi,0.0,4423,1,5,13,0,15,50,2,50
Multiple carriers,Delhi,Cochin,1.0,7408,1,6,7,0,21,0,14,0
SpiceJet,Kolkata,Banglore,0.0,5725,24,3,22,20,0,40,2,20
Jet Airways,Kolkata,Banglore,1.0,9663,12,5,18,55,12,0,17,5
Jet Airways,Banglore,Delhi,0.0,5769,18,6,8,20,11,20,3,0
Jet Airways,Kolkata,Banglore,1.0,14178,9,6,14,5,4,40,14,35
Jet Airways,Banglore,Delhi,0.0,6478,24,6,19,50,22,50,3,0
Air India,Delhi,Cochin,2.0,12488,3,6,12,20,19,15,30,55
Air Asia,Delhi,Cochin,1.0,6451,27,5,7,55,15,45,7,50
SpiceJet,Chennai,Kolkata,0.0,3597,6,5,17,45,20,5,2,20
Jet Airways,Mumbai,Hyderabad,0.0,5678,21,5,19,35,21,5,1,30
IndiGo,Delhi,Cochin,1.0,11237,3,3,16,10,22,20,6,10
Jet Airways,Delhi,Cochin,1.0,15764,6,3,15,5,4,25,13,20
Vistara,Kolkata,Banglore,1.0,9135,1,4,17,0,20,20,27,20
Jet Airways,Delhi,Cochin,1.0,10262,12,6,22,50,4,25,5,35
SpiceJet,Mumbai,Hyderabad,0.0,2017,24,5,5,45,7,15,1,30
Jet Airways,Kolkata,Banglore,1.0,9314,1,5,9,35,19,10,9,35
Air India,Delhi,Cochin,2.0,10493,21,5,5,55,19,15,37,20
Jet Airways,Delhi,Cochin,2.0,12347,21,3,18,25,4,25,34,0
Jet Airways,Kolkata,Banglore,1.0,12384,18,5,9,35,22,5,12,30
IndiGo,Banglore,Delhi,0.0,4823,9,6,8,30,11,20,2,50
Jet Airways,Mumbai,Hyderabad,0.0,3210,15,6,19,35,21,5,1,30
Jet Airways,Kolkata,Banglore,1.0,10844,6,6,20,0,12,0,16,0
IndiGo,Banglore,Delhi,0.0,4823,9,4,16,55,19,55,3,0
SpiceJet,Kolkata,Banglore,0.0,4465,18,3,6,55,9,35,2,40
Multiple carriers,Delhi,Cochin,1.0,7740,24,6,7,30,21,0,13,30
GoAir,Banglore,New Delhi,0.0,5706,15,3,7,45,10,40,2,55
Jet Airways,Banglore,New Delhi,1.0,9134,15,3,8,55,16,10,7,15
Jet Airways,Kolkata,Banglore,1.0,13044,12,6,16,30,10,5,17,35
Jet Airways,Banglore,New Delhi,1.0,13817,12,3,5,45,21,20,15,35
IndiGo,Delhi,Cochin,1.0,6628,24,6,9,15,1,30,16,15
Multiple carriers,Delhi,Cochin,1.0,9779,1,6,9,15,19,15,10,0
Air India,Banglore,Delhi,0.0,5228,27,5,13,20,16,10,2,50
Jet Airways,Banglore,Delhi,0.0,4030,1,5,17,45,20,45,3,0
Jet Airways,Kolkata,Banglore,1.0,13731,24,5,20,0,4,40,8,40
Air India,Kolkata,Banglore,2.0,11542,6,5,9,25,15,5,29,40
IndiGo,Mumbai,Hyderabad,0.0,3175,1,6,16,55,18,25,1,30
Air Asia,Banglore,Delhi,0.0,4483,21,4,11,10,13,55,2,45
Jet Airways,Delhi,Cochin,1.0,12373,18,5,10,0,4,25,18,25
SpiceJet,Chennai,Kolkata,0.0,3597,3,5,17,45,20,5,2,20
Multiple carriers,Delhi,Cochin,1.0,7670,18,5,19,0,1,30,6,30
SpiceJet,Kolkata,Banglore,0.0,3841,1,6,6,55,9,30,2,35
IndiGo,Chennai,Kolkata,0.0,3850,9,6,7,55,10,15,2,20
IndiGo,Chennai,Kolkata,0.0,5277,18,5,22,5,0,25,2,20
Air India,Banglore,Delhi,0.0,5228,21,6,21,5,23,55,2,50
Air Asia,Kolkata,Banglore,0.0,3807,18,6,9,45,12,15,2,30
IndiGo,Chennai,Kolkata,0.0,3850,18,6,7,55,10,15,2,20
IndiGo,Kolkata,Banglore,0.0,4804,24,6,11,30,14,5,2,35
IndiGo,Chennai,Kolkata,0.0,3597,12,5,13,15,15,35,2,20
IndiGo,Chennai,Kolkata,0.0,3850,12,5,7,55,10,15,2,20
Jet Airways,Delhi,Cochin,2.0,6643,27,3,19,10,4,25,33,15
Jet Airways,Banglore,Delhi,0.0,7229,24,5,17,45,20,45,3,0
Jet Airways,Kolkata,Banglore,1.0,11467,1,4,20,25,18,0,21,35
IndiGo,Delhi,Cochin,1.0,6416,9,6,11,25,21,0,9,35
IndiGo,Delhi,Cochin,1.0,5636,9,6,2,0,7,25,5,25
Air Asia,Kolkata,Banglore,0.0,4409,18,4,10,20,12,55,2,35
SpiceJet,Kolkata,Banglore,0.0,3849,6,3,22,20,0,40,2,20
Multiple carriers,Delhi,Cochin,1.0,5883,27,3,14,35,22,20,7,45
Vistara,Chennai,Kolkata,0.0,11982,1,5,17,45,20,5,2,20
Multiple carriers,Delhi,Cochin,1.0,9794,18,5,10,20,19,0,8,40
Jet Airways,Delhi,Cochin,2.0,10368,9,6,9,40,12,35,26,55
SpiceJet,Kolkata,Banglore,0.0,3841,21,6,6,55,9,30,2,35
Jet Airways,Kolkata,Banglore,1.0,10844,6,6,8,25,19,50,11,25
IndiGo,Banglore,Delhi,0.0,4823,1,6,20,0,22,50,2,50
SpiceJet,Kolkata,Banglore,1.0,6171,9,5,8,35,17,15,8,40
SpiceJet,Mumbai,Hyderabad,0.0,2175,6,5,22,45,0,15,1,30
Jet Airways,Kolkata,Banglore,1.0,10031,24,3,8,25,4,45,20,20
IndiGo,Kolkata,Banglore,0.0,4148,12,3,5,30,8,20,2,50
Jet Airways,Delhi,Cochin,2.0,9181,21,3,5,40,4,25,22,45
IndiGo,Chennai,Kolkata,0.0,3850,27,5,7,55,10,15,2,20
Jet Airways,Delhi,Cochin,2.0,14300,12,6,12,15,4,25,16,10
Multiple carriers,Delhi,Cochin,1.0,10197,18,5,7,0,19,0,12,0
